ivestas_pavadinimas,ivestas_kodas,rastas_pavadinimas,kodas,kodo_atitikimas,amzius,starto_data,vadovas,adresas,mobilus_telefonas,tinklalapis
"Viešoji įstaiga ""Ekoinstitutas""",302479310,"Ekoinstitutas, VšĮ",302479310,TAIP,16 metų 1 mėnuo 15 dienų,2010-02-08,"Silvinija Simonaitytė, direktorius","Pasvalio g. 8, Grūžių k., LT-39362 Pasvalio r.",+370 606 11466,
"VšĮ ""ISADD Lietuva""",302478703,"ISADD Lietuva, VšĮ",302478703,TAIP,16 metų 1 mėnuo 18 dienų,2010-02-05,"Jurgita Alksninienė, direktorė","Taikos g. 191-12, LT-05210 Vilnius",+370 624 90097,
Zarasų rajono gyvūnų globos draugija,302478589,Zarasų Rajono Gyvūnų Globos Draugija,302478589,TAIP,,2010-02-05,,"Sėlių a. 16-2, LT-32107 Zarasai",,
"Sporto klubas ""1 Grūšlaukė""",302478557,"Sporto klubas ""1 Grūšlaukė""",302478557,TAIP,16 metų 1 mėnuo 18 dienų,2010-02-05,"Leonas Jazbutis, pirmininkas","Jazminų g. 4, Grūšlaukės k., LT-97290 Kretingos r.",+370 688 51657,
Viešoji įstaiga Ekspertų centras,302478500,Viešoji Įstaiga Ekspertų Centras,302478500,TAIP,16 metų 1 mėnuo 19 dienų,2010-02-04,"Nerijus Jurkus, direktorius","Laisvės pr. 60, Vilnius",+370 688 20007,
"Petankės klubas ""TRIPLE A""",302478482,"Petankės Klubas ""Triple A""",302478482,TAIP,16 metų 1 mėnuo 19 dienų,2010-02-04,"Andrius Valiukonis, pirmininkas","Vytėnų g. 84-7, Kaunas",+370 612 82981,
Mokslų akademijos choro paramos ir labdaros fondas,302478272,Mokslų Akademijos Choro Paramos ir Labdaros Fondas,302478272,TAIP,16 metų 1 mėnuo 19 dienų,2010-02-04,"Vilius Aleksandras Maslauskas, direktorius","Žemynos g. 12-82, Vilnius",+370 652 01636,
Sivananda jogos vedantos centras,302478055,Sivananda Jogos Vedantos Centras,302478055,TAIP,16 metų 1 mėnuo 20 dienų,2010-02-03,"Jonas Friedrich Mueller, direktorius","Pamėnkalnio 28-2, LT-01114 Vilnius",+370 648 72864,http://www.sivananda.org/vilnius
"VšĮ ""ArtLogika""",302478048,"Artlogika, VšĮ",302478048,TAIP,16 metų 1 mėnuo 19 dienų,2010-02-04,Edita Deička,"Krivių g. 29-18, Vilnius",+370 675 22895,http://www.artlogika.lt
Violetos Jonaitienės labdaros ir paramos fondas,302477964,Violetos Jonaitienės Labdaros ir Paramos Fondas,302477964,TAIP,,2010-02-03,,"Žalgirio g. 26, LT-71108 Šakiai",,
Užupių kaimo bendruomenė,302477900,Užupių kaimo bendruomenė,302477900,TAIP,16 metų 1 mėnuo 20 dienų,2010-02-03,"Gita Sakalauskienė, prezidentas","Miškininkų g. 13, Užupių k., LT-64201 Alytaus r.",+370 657 59603,
"Imtynių sporto klubas ""Radviliškio laisvūnas""",302477836,"Imtynių Sporto Klubas ""Radviliškio Laisvūnas""",302477836,TAIP,16 metų 1 mėnuo 20 dienų,2010-02-03,"Justinas Kvietelaitis, prezidentas","Dariaus ir Girėno g. 48A-37, LT-82139 Radviliškis",+370 602 12984,
Molėtų rajono bitininkų draugija,302477754,Molėtų rajono bitininkų draugija,302477754,TAIP,16 metų 1 mėnuo 20 dienų,2010-02-03,,"Ažupiečių g. 2C-51, Anykščiai",+370 383 44933,
"VšĮ ""Give Last Hope""",302477672,"VŠĮ ""Give Last Hope""",302477672,TAIP,16 metų 1 mėnuo 20 dienų,2010-02-03,Arminas Matrosovas,"Taikos pr. 123-28, Klaipėda",+370 684 98624,
"VšĮ ""Legas""",302477658,"VŠĮ ""Legas""",302477658,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,"Ramūnas Masiulis, direktorius","V. Šopeno g. 5-1, Vilnius",+370 673 37070,
Būdviečio kaimo bendruomenė,302477590,Būdviečio kaimo bendruomenė,302477590,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,,"Bažnyčios g. 4, Būdviečio k., LT-67382 Lazdijų r.",+370 318 54964,
Tamošių kaimo bendruomenė,302477576,Tamošių Kaimo Bendruomenė,302477576,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,,"Liepų g. 1, Tamošių k., LT-74432 Jurbarko r.",+370 655 17338,
Panevėžio miesto dailės galerija,302477544,Panevėžio miesto dailės galerija,302477544,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,Jovita Nalevaikienė,"Respublikos g. 3, Panevėžys",+370 45 584802,http://www.arspanevezys.lt
"Klubas ""Kauno suktinis""",302477341,"Klubas ""Kauno Suktinis""",302477341,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,,"Ašigalio g. 51A-21, Kaunas",+370 685 61963,
"VšĮ ""Prasmingos idėjos""",302477238,"Prasmingos idėjos, VšĮ",302477238,TAIP,16 metų 1 mėnuo 21 diena,2010-02-02,"Eglė Kaknevičiūtė-Ginelevičienė, direktorius","Užupio g. 21-21, Vilnius",+370 687 95916,http://www.svarainis.lt
Lekėčių bendruomenės asociacija,302477124,Lekėčių bendruomenės asociacija,302477124,TAIP,16 metų 1 mėnuo 22 dienos,2010-02-01,Arūnas Matusevičius,"Kauno g. 15D-3, Lekėčiai, LT-71226 Šakių r.",+370 610 45280,
"Tauragės krašto muziejus ""Santaka""",302477081,"Tauragės krašto muziejus ""Santaka""",302477081,TAIP,16 metų 1 mėnuo 22 dienos,2010-02-01,Eglė Červinskaitė,"Dariaus ir Girėno g. 5, LT-72215 Tauragė",+370 676 87756,https://tauragesmuziejus.lt/
DNSB Ukmergės 306-306A bendrija,302477067,"Ukmergės 306-306A bendrija, DNSB",302477067,TAIP,16 metų 1 mėnuo 24 dienos,2010-02-01,"Armandas Atkočaitis, pirmininkas","Ukmergės g. 306A-69, LT-12102 Vilnius",+370 670 17796,
"Pasvalio rajono dziudo klubas ""GIRI""",302476862,"Pasvalio Rajono Dziudo Klubas ""Giri""",302476862,TAIP,16 metų 1 mėnuo 25 dienos,2010-01-29,"Daiva Arbatavičiūtė, prezidentas","Panevėžio g. 35, Pumpėnai, Pasvalio r.",+370 672 65092,
DNSB Kupiškio 51,302476691,"Kupiškio 51, DNSB",302476691,TAIP,16 metų 1 mėnuo 25 dienos,2010-01-29,,"Kupiškio g. 51-5, Utena",+370 678 22979,
"VšĮ ""MENŲ HARMONIJA""",302476620,"VŠĮ ""Menų Harmonija""",302476620,TAIP,16 metų 1 mėnuo 25 dienos,2010-01-29,"Rasa Guželienė, direktorė","Šermukšnių kel. 21, Skauduliškių k., Vilniaus r.",+370 684 33784,
"Sporto klubas ""EXTREME GYM""",302476378,"Sporto Klubas ""Extreme Gym""",302476378,TAIP,16 metų 1 mėnuo 26 dienos,2010-01-28,"Žanas Amosovas, prezidentas","S. Nėries g. 4, Pakruojis",+370 613 20872,
Lietuvos senovinių orlaivių asociacija,302476296,Lietuvos senovinių orlaivių asociacija,302476296,TAIP,,2010-01-28,,"Oreivių g. 8, Paluknio k., LT-21168 Trakų r.",,http://www.vgc.lt
Marijampolės irklavimo klubas,302475881,Marijampolės Irklavimo Klubas,302475881,TAIP,16 metų 1 mėnuo 27 dienos,2010-01-27,"Benius Jankevičius, pirmininkas","Mokolų g. 57-44, Marijampolė",+370 682 24178,
Sodriečių susivienijimas,302475867,Sodriečių Susivienijimas,302475867,TAIP,16 metų 1 mėnuo 27 dienos,2010-01-27,,"Maironio g. 6, Vilkaviškis",+370 614 01485,
"Asociacija ""Karvio Jaunimo Centras""",302475828,"Karvio Jaunimo Centras, asociacija",302475828,TAIP,,2010-01-27,,"A. Giedraičio g. 30, Karvio k., LT-14244 Vilniaus r.",,
"Tinklinio sporto klubas ""Varnys""",302475582,"Tinklinio Sporto Klubas ""Varnys""",302475582,TAIP,,2010-01-27,,"Budrių aklg. 1, Ignalina",,
"ŽVEJŲ KLUBAS ""JŪROS VILKAS""",302475575,"Žvejų Klubas ""Jūros Vilkas""",302475575,TAIP,16 metų 1 mėnuo 27 dienos,2010-01-27,"Oleg Levchenko, prezidentas","Žiemgalių g. 345, Šiauliai",+370 656 81903,
DNSB Blindžių g. 33,302475372,DNSB Blindžių g. 33,302475372,TAIP,16 metų 1 mėnuo 27 dienos,2010-01-27,"Andrius Kriščiūnas, pirmininkas","Blindžių g. 33-8, Vilnius",+370 686 76650,https://krisciunas.net
"Viešoji įstaiga ""Pro et Contra""",302475333,"Pro et Contra, VšĮ",302475333,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,"Valentas Gailius, direktorius","Kauno g. 31-5, Vilnius",+370 698 20276,
Aukštkiemių kaimo bendruomenė,302475251,Aukštkiemių kaimo bendruomenė,302475251,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,,"Architektų a. 13, Aukštkiemių k., LT-92359 Klaipėdos r.",+370 670 26896,
"Viešoji įstaiga ""Baltic Fundraising Hub""",302475162,"Baltic Fundraising Hub, VšĮ",302475162,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,Giedrė Šopaitė-Šilinskienė,"Elbingo 17-32, LT-06285 Vilnius",+370 683 94963,https://fundraisinghub.lt/
"Viešoji įstaiga ""Teisingumo garantas""",302475116,"Viešoji Įstaiga ""Teisingumo Garantas""",302475116,TAIP,,2010-01-26,,"Kalvarijų g. 125, Vilnius",,
NAVAS racing club,302475109,Navas Racing Club,302475109,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,"Linas Navickas, direktorius","S. Žukausko g. 12-16, Kaunas",+370 682 41982,
Karių veteranų asociacija,302474950,Karių Veteranų Asociacija,302474950,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,,"Jurgio Matulaičio a. 5-9, Vilnius",+370 610 00380,
VšĮ EDUKACINIAI PROJEKTAI,302474733,"EDUKACINIAI PROJEKTAI, VšĮ",302474733,TAIP,16 metų 1 mėnuo 29 dienos,2010-01-25,"Gintarė Černikienė, direktorė","Vilniaus g. 23-30, LT-76277 Šiauliai",+370 699 33784,http://www.edupro.lt
"Daugiabučio namo savininkų bendrija ""Draugystės-9""",302474719,"Daugiabučio namo savininkų bendrija ""Draugystės-9""",302474719,TAIP,16 metų 1 mėnuo 27 dienos,2010-01-27,"Vijoleta Stanynienė, pirmininkas","Draugystės g. 9-18, Marijampolė",+370 656 45725,
"VŠĮ ""Muzikos dienos""",302474701,"VŠĮ ""Muzikos Dienos""",302474701,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,Akvilina Margelytė,"Bistryčios g. 40-21, Vilnius",+370 620 55438,
I. Berankienės viešoji įstaiga,302474683,I. Berankienės viešoji įstaiga,302474683,TAIP,16 metų 1 mėnuo 28 dienos,2010-01-26,"Irina Berankienė, prezidentas","Draugystės g. 17-1, Kaunas",+370 670 73265,
"Kaimo bendruomenė ""Senieji Antupiai""",302474548,"Kaimo bendruomenė ""Senieji Antupiai""",302474548,TAIP,16 metų 1 mėnuo 29 dienos,2010-01-25,,"Paupio g. 13-2, Antupių k., LT-70313 Vilkaviškio r.",+370 625 13712,
"Viešoji įstaiga ""Menų fabrikas""",302473898,"Menų fabrikas, VšĮ",302473898,TAIP,16 metų 2 mėnesiai 2 dienos,2010-01-21,Živilė Diavara,"Kauno g. 30A-1, LT-03202 Vilnius",+370 655 15666,http://www.menufabrikas.lt
"VšĮ ""BIM BAM KLUBAS""",302473695,"BIM BAM KLUBAS, VšĮ",302473695,TAIP,16 metų 2 mėnesiai 3 dienos,2010-01-20,"Irmantas Lukštaraupis, direktorius","A. Gustaičio g. 6-1, Kaunas",+370 698 30823,
"Labdaros ir paramos fondas ""Neribotas Gyvenimas""",302473670,"Labdaros ir paramos fondas ""Neribotas Gyvenimas""",302473670,TAIP,16 metų 2 mėnesiai 3 dienos,2010-01-20,"Sergej Dunenkov, direktorius","Birvėtos g. 2-21, Didžiasalio k., Ignalinos r.",+370 677 58947,
"Daugiabučių namų savininkų bendrija Žuvinto g. 5, 5a, 5b, 5c",302473396,"Žuvinto g. 5, 5a, 5b, 5c, DNSB",302473396,TAIP,16 metų 2 mėnesiai 3 dienos,2010-01-20,"Dovilė Petkevičienė, pirmininkas","Žuvinto g. 5-6, Alytus",+370 675 43179,
Lietuvos nuotolinio ir e. mokymosi (LieDM) asociacija,302473268,Lietuvos nuotolinio ir e. mokymosi (LieDM) asociacija,302473268,TAIP,16 metų 2 mėnesiai 4 dienos,2010-01-19,,"K. Donelaičio g. 58, LT-44248 Kaunas",+370 37 327887,http://liedm.net
"Kovų menų klubas ""Gladiator gym""",302473065,"Kovų Menų Klubas ""Gladiator Gym""",302473065,TAIP,16 metų 2 mėnesiai 5 dienos,2010-01-18,"Dainius Rupšlaukis, prezidentas","Kosmonautų g. 30-43, Marijampolė",+370 656 93463,
"Viešoji įstaiga ""VIVAT SRAIGĖS""",302472821,"Viešoji Įstaiga ""Vivat Sraigės""",302472821,TAIP,16 metų 2 mėnesiai 5 dienos,2010-01-18,"Vytautas Radžvilas, direktorius","Saulės g. 74, Joniškis",+370 620 86596,
Jukneliškės kaimo bendruomenės komitetas,302472814,Jukneliškės kaimo bendruomenės komitetas,302472814,TAIP,16 metų 2 mėnesiai 8 dienos,2010-01-15,"Daiva Bagackienė, pirmininkas","Vilties g. 14, Jukneliškės k., Lazdijų r.",+370 686 56739,
LŠDPS Panevėžio miesto susivienijimas,302472771,Lšdps Panevėžio Miesto Susivienijimas,302472771,TAIP,16 metų 2 mėnesiai 8 dienos,2010-01-15,"Erika Leiputė-Stundžienė, pirmininkas","Jaunimo g. 7, Dembavos k., Panevėžio r.",+370 612 88538,
"Viešoji įstaiga ""Nerutina""",302472643,"Nerutina, VšĮ",302472643,TAIP,16 metų 2 mėnesiai 8 dienos,2010-01-15,Jūratė Samulionytė,"Vilties g. 31A-13, Jonava",+370 654 45020,
"DNSB ""Gargždų Minija""",302472102,"Gargždų Minija, DNSB",302472102,TAIP,16 metų 2 mėnesiai 8 dienos,2010-01-15,"Robertas Paulauskas, pirmininkas","Dariaus ir Girėno g. 31-28, Gargždai, Klaipėdos r.",+370 699 10393,
"Laisvalaikio klubas ""Rozalinas""",302472045,"Laisvalaikio Klubas ""Rozalinas""",302472045,TAIP,16 metų 2 mėnesiai 10 dienų,2010-01-13,"Vytautas Kanišauskas, prezidentas","Kapų g. 14, Rozalimas, Pakruojo r.",+370 627 01299,
"Ledo ritulio mokykla ""Klaipėdos Baltija""",302471979,"Ledo Ritulio Mokykla ""Klaipėdos Baltija""",302471979,TAIP,16 metų 2 mėnesiai 10 dienų,2010-01-13,"Audrius Kancleris, vadovas","Kopų g. 69A-2, LT-92279 Klaipėda",+370 670 19533,https://klaipedosbaltija.lt
Lietuvos moterų biliardo lyga,302471947,Lietuvos Moterų Biliardo Lyga,302471947,TAIP,16 metų 2 mėnesiai 10 dienų,2010-01-13,"Agnė Jarušauskaitė, prezidentas","Jotvingių g. 2-58, LT-48142 Kaunas",+370 620 32885,http://LMBL.lt
Lietuvos tautinio paveldo gamintojų ir kūrėjų asociacija,302471801,Lietuvos Tautinio Paveldo Gamintojų ir Kūrėjų Asociacija,302471801,TAIP,16 metų 2 mėnesiai 11 dienų,2010-01-12,,"S. Konarskio g. 30, Vilnius",+370 676 92691,
"Bendruomenė ""Jonavos kraštas""",302471751,"Bendruomenė ""Jonavos Kraštas""",302471751,TAIP,16 metų 2 mėnesiai 11 dienų,2010-01-12,,"Plento g. 1, Jonava",+370 349 53656,
Pavidaujo kaimo bendruomenė,302471598,Pavidaujo kaimo bendruomenė,302471598,TAIP,16 metų 2 mėnesiai 12 dienų,2010-01-11,"Aušra Kordušienė, pirmininkas","Ateities g. 19, Pavidaujo k., Jurbarko r.",+370 655 16085,
"VšĮ ""PSICHOLOGINIO KONSULTAVIMO GRUPĖ""",302471491,"PSICHOLOGINIO KONSULTAVIMO GRUPĖ, VšĮ",302471491,TAIP,16 metų 2 mėnesiai 12 dienų,2010-01-11,"Lina Cirtautienė, direktorius","K. Škirpos g. 15-35, Kaunas",+370 620 52304,http://www.patranka.lt
"VšĮ ""Žalioji karta""",302471370,"Žalioji karta, VšĮ",302471370,TAIP,16 metų 2 mėnesiai 12 dienų,2010-01-11,Andrejus Avchimovičius,"Pamėnkalnio g. 15-9, LT-01114 Vilnius",+370 612 23430,
"Kuršėnų mokinių sporto klubas ""MUSTANGAS""",302471331,"Kuršėnų Mokinių Sporto Klubas ""Mustangas""",302471331,TAIP,16 metų 2 mėnesiai 12 dienų,2010-01-11,"Audrius Dunauskas, prezidentas","Kapų g. 9, Kuršėnai, LT-81154 Šiaulių r.",+370 600 23899,
"Neįgaliųjų klubas ""Ugnelė""",302471317,"Neįgaliųjų klubas ""Ugnelė""",302471317,TAIP,16 metų 2 mėnesiai 17 dienų,2010-01-08,"Birutė Skuodienė, pirmininkas","Vytauto Didžiojo g. 7, Kruopiai, LT-85213 Akmenės r.",+370 675 71054,
"VšĮ ""Aplinkos sveikatinimo institutas""",302471281,"VŠĮ ""Aplinkos Sveikatinimo Institutas""",302471281,TAIP,16 metų 2 mėnesiai 15 dienų,2010-01-08,"Šarūnas Alasauskas, direktorius","Architektų g. 18B-13, Šiauliai",+370 656 68684,
Lietuvos agrarinių ir miškų mokslų centras,302471203,Lietuvos agrarinių ir miškų mokslų centras,302471203,TAIP,16 metų 2 mėnesiai 15 dienų,2010-01-08,Gintaras Brazauskas,"Instituto al. 1, Akademija, Kėdainių r.",+370 34737271,http://www.lammc.lt
"Keliautojų klubas ""Kolegos LT""",302470927,"Keliautojų Klubas ""Kolegos Lt""",302470927,TAIP,16 metų 2 mėnesiai 17 dienų,2010-01-06,,"Jaunimo g. 4-22, Alytus",+370 600 21286,
"Amerikietiško biliardo ""Pool"" mėgėjų asociacija ""Plungės saulėtekis""",302470838,"Amerikietiško Biliardo ""Pool"" Mėgėjų Asociacija ""Plungės Saulėtekis""",302470838,TAIP,16 metų 2 mėnesiai 17 dienų,2010-01-06,"Giedrius Pečiulis, pirmininkas","Saulėtekio g. 21, Plungė",+370 613 98101,
Lietuvos nykstančių ūkinių gyvūnų augintojų asociacija,302470788,Lietuvos nykstančių ūkinių gyvūnų augintojų asociacija,302470788,TAIP,16 metų 2 mėnesiai 17 dienų,2010-01-06,"Rūta Šveistienė, pirmininkas","R. Žebenkos g. 12, Baisogala, LT-82317 Radviliškio r.",+370 612 14095,http://www.lgi.lt/gencentras.lt
VšĮ Respublikinės Šiaulių ligoninės Psichiatrijos klinikos darbuotojų profesinė sąjunga,302470681,"Respublikinės Šiaulių ligoninės Psichiatrijos klinikos darbuotojų profesinė sąjunga, VšĮ",302470681,TAIP,16 metų 2 mėnesiai 19 dienų,2010-01-06,,"M. K. Čiurlionio g. 12, Šiauliai",+370 41 524181,
Valstybinis mokslinių tyrimų institutas Gamtos tyrimų centras,302470603,Valstybinis mokslinių tyrimų institutas Gamtos tyrimų centras,302470603,TAIP,16 metų 2 mėnesiai 19 dienų,2010-01-06,"Sigitas Podėnas, direktorius","Akademijos g. 2, Vilnius",+370 5 2729257,http://www.gamtostyrimai.lt
"Vaikų stalo teniso sporto klubas ""Kretingos erelis""",302470560,"Vaikų Stalo Teniso Sporto Klubas ""Kretingos Erelis""",302470560,TAIP,16 metų 2 mėnesiai 16 dienų,2010-01-07,"Vytautas Balčiūnas, pirmininkas","Klaipėdos g. 39B, Kretinga",+370 616 89070,
"Asociacija ""MOTOFORCE""",302470539,"Asociacija ""Motoforce""",302470539,TAIP,16 metų 2 mėnesiai 17 dienų,2010-01-06,Stasys Reinertas,"Fabriko skg. 7-7, Pabradė, LT-18170 Švenčionių r.",+370 687 04080,http://www.motoforce.lt
Zarasų rajono savivaldybės administracijos valstybės tarnautojų ir darbuotojų profesinė sąjunga,302470471,Zarasų Rajono Savivaldybės Administracijos Valstybės Tarnautojų ir Darbuotojų Profesinė Sąjunga,302470471,TAIP,16 metų 2 mėnesiai 18 dienų,2010-01-05,"Valerij Bičiuchin Zubov, pirmininkas","Sėlių a. 18-26, Zarasai",+370 610 05869,
"Bendruomeninė organizacija ""Dainavos kaukas""",302470336,"Bendruomeninė organizacija ""Dainavos kaukas""",302470336,TAIP,16 metų 2 mėnesiai 19 dienų,2010-01-04,Jurgita Andriuškevičienė,"Dainavos g. 30A, Kumečių k., Alytaus r.",+370 687 91665,
"VšĮ ""Informacijos sklaidos strategija""",302470293,VŠĮ Informacijos Sklaidos Strategija,302470293,TAIP,16 metų 2 mėnesiai 19 dienų,2010-01-04,"Danielius Stankevičius, direktorius","Dominikonų g. 3-5, LT-01131 Vilnius",-,
"VŠĮ ""Teatro dienos""",302470261,"VŠĮ ""Teatro Dienos""",302470261,TAIP,16 metų 2 mėnesiai 19 dienų,2010-01-04,Vytautas Lebednykas,"Elnių g. 27, Vilnius",+370 686 66391,
"Klaipėdos universiteto absolventų klubas ""KU Alumni""",302470254,"Klaipėdos Universiteto Absolventų Klubas ""Ku Alumni""",302470254,TAIP,,2010-01-04,,"H. Manto g. 84, LT-92294 Klaipėda",,
Šventragio kaimo bendruomenė,302470090,Šventragio kaimo bendruomenė,302470090,TAIP,,2010-01-04,,"Šventragio k., Marijampolė",,
"VšĮ ""eMundus""",302469978,"VŠĮ ""Emundus""",302469978,TAIP,16 metų 2 mėnesiai 23 dienos,2009-12-31,Vida Drąsutė,"Vakarų g. 11, LT-51308 Kaunas",+370 616 50453,http://www.emundus.lt
"Automobilių sporto klubas ""Automanai""",302469953,"Automobilių sporto klubas ""Automanai""",302469953,TAIP,16 metų 2 mėnesiai 23 dienos,2009-12-31,"Marius Miškūnas, prezidentas","Beržų g. 14, Kampiškių k., LT-53303 Kauno r.",+370 614 33532,
"Viešoji įstaiga ""Renkuosi gyvenimą""",302469832,"Viešoji Įstaiga ""Renkuosi Gyvenimą""",302469832,TAIP,,2010-01-04,,"Šatrijos Raganos g. 90, Vilnius",,
"Daugiabučio namo savininkų bendrija ""Gen. A. Gustaičio g. 6""",302469729,"Daugiabučio namo savininkų bendrija ""Gen. A. Gustaičio g. 6""",302469729,TAIP,16 metų 2 mėnesiai 24 dienos,2009-12-30,"Dalia Žarskienė, pirmininkas","Gen. A. Gustaičio g. 6-30, Marijampolė",+370 610 45264,
"VšĮ ""Etnoklubas""",302469704,"VŠĮ ""Etnoklubas""",302469704,TAIP,16 metų 2 mėnesiai 24 dienos,2009-12-30,"Irmina Kėblienė, direktorius","Žyliškės g. 5, Šilalė",+370 615 36042,
Viešoji įstaiga Psichologinių idėjų namai,302469451,"Psichologinių idėjų namai, VšĮ",302469451,TAIP,16 metų 2 mėnesiai 25 dienos,2009-12-29,"Liudas Švipas, direktorius","Žemaičių g. 31-442, LT-44175 Kaunas",+370 677 62779,http://www.psichologunamai.lt
"VšĮ ""Matavimo studijos sportas""",302469444,"VŠĮ ""Matavimo Studijos Sportas""",302469444,TAIP,,2009-12-29,,"Pašilaičių g. 1-5, Vilnius",,
Lietuvos krepšinio veteranų lyga,302469405,Lietuvos krepšinio legendų lyga,302469405,TAIP,16 metų 2 mėnesiai 25 dienos,2009-12-29,Justinas Jasiukaitis,"A. Purėno g. 18, Kaunas",+370 629 95244,http://www.lkvlyga.lt
"Sporto klubas ""BRONAS""",302469394,"Sporto Klubas ""Bronas""",302469394,TAIP,16 metų 2 mėnesiai 25 dienos,2009-12-29,"Bronislavas Šimokaitis, pirmininkas","Mindaugo g. 15-1, LT-57449 Kėdainiai",+370 685 61961,http://www.bronas.lt
"Labdaros ir paramos fondas ""TMV Foundation""",302469362,"„TMV Foundation“, labdaros ir paramos fondas",302469362,TAIP,16 metų 2 mėnesiai 27 dienos,2009-12-29,"Andrius Zimnickas, pirmininkas","Matulaičių g. 46, Marijampolė",+370 680 20382,
"Asociacija ""Užliedžių bendruomenės centras""",302469273,"Asociacija ""Užliedžių Bendruomenės Centras""",302469273,TAIP,16 metų 2 mėnesiai 25 dienos,2009-12-29,,"Ledos g. 6-6, Užliedžių k., LT-54303 Kauno r.",+370 618 42465,
"Viešoji įstaiga ""Kristinos Sliesoraitienės projektai""",302469120,"Kristinos Sliesoraitienės projektai, VšĮ",302469120,TAIP,16 metų 2 mėnesiai 28 dienos,2009-12-28,"Kristina Sliesoraitienė, vadovas","Lauksargio g. 105-2, Vilnius",+370 631 64995,
VIEŠOJI ĮSTAIGA W2W projektai,302469088,Viešoji Įstaiga W2W Projektai,302469088,TAIP,16 metų 2 mėnesiai 26 dienos,2009-12-28,"Nijolė Kudabienė, direktorius","Rygos g. 5-33, LT-05258 Vilnius",+370 652 80857,
VšĮ Mažosios Viduklės autosporto klubas,302469017,"Mažosios Viduklės autosporto klubas, VšĮ",302469017,TAIP,,2009-12-28,,"Yliai, LT-60389 Raseinių r.",,
VANDENS SPORTO IR TURIZMO MĖGĖJŲ KLUBAS,302468883,Vandens Sporto ir Turizmo Mėgėjų Klubas,302468883,TAIP,16 metų 2 mėnesiai 30 dienų,2009-12-24,"Jevgenijus Skuryginas, direktorius","Ulonų g. 3-55, Vilnius",+370 616 34943,
"VšĮ ""COLLEGIS""",302468876,"VŠĮ ""Collegis""",302468876,TAIP,16 metų 2 mėnesiai 30 dienų,2009-12-24,"Paulius Vagneris, direktorius","Vilties g. 1, Čiobiškio k., LT-19194 Širvintų r.",+370 612 03927,http://www.collegis.lt
